databaseId	name	imageUrl	cardBack	type	packName	deckbuilderQuantity	setUuid	numberInPack	encounterSet	unique	sphere	traits	keywords	cost	side	engagementCost	threat	willpower	attack	defense	hitPoints	questPoints	victoryPoints	cornerText	text	shadow	tags
de744bed-1461-4442-b9a1-193d00fd39a3	Change of Plans	de744bed-1461-4442-b9a1-193d00fd39a3.jpg	multi_sided	Quest	The Thing in the Depths	1	603551b9-cccd-4b8b-b258-83718010cca7	40	The Thing in the Depths					2	A												
de744bed-1461-4442-b9a1-193d00fd39a3	Change of Plans	de744bed-1461-4442-b9a1-193d00fd39a3.B.jpg	multi_sided	Quest	The Thing in the Depths	1	603551b9-cccd-4b8b-b258-83718010cca7	40	The Thing in the Depths					2	B							0			When Revealed: Flip Captain Sahir and Na'asiyah to their objective sides, removing all tokens from them. Search the encounter deck, discard pile and all play areas for each encounter card from the Corsair Raiders encounter set and remove each of those cards from the game. Add The Thing in the Depths to the staging area. Shuffle the encounter discard pile and the set aside The Thing in the Depths encounter set into the encounter deck. Advance to stage 3.		
81779961-8776-4c1d-953d-ed7bf1324fbf	Defend the Ship!	81779961-8776-4c1d-953d-ed7bf1324fbf.jpg	multi_sided	Quest	The Thing in the Depths	1	603551b9-cccd-4b8b-b258-83718010cca7	41	The Thing in the Depths					3	A										When Revealed: Discard cards from the top of the encounter deck until X Tentacle enemies are discarded, where X is 1 more than the number of players in the game. Resolve the Grapple keyword on each of those enemies.		
81779961-8776-4c1d-953d-ed7bf1324fbf	Defend the Ship!	81779961-8776-4c1d-953d-ed7bf1324fbf.B.jpg	multi_sided	Quest	The Thing in the Depths	1	603551b9-cccd-4b8b-b258-83718010cca7	41	The Thing in the Depths					3	B										During the travel phase, the players may travel to a location in the staging area even if another location is currently active. If they do, return the currently active location to the staging area. At the end of the round, if the total [threat] of any one Ship location is 9 or higher, the Stormcaller is destroyed, and the players lose the game. When Thing in the Depths is destroyed, the players win the game.		
5585680f-0609-4cc4-96b5-37e53992af56	Helm of the Stormcaller	5585680f-0609-4cc4-96b5-37e53992af56.jpg	encounter	Location	The Thing in the Depths	1	603551b9-cccd-4b8b-b258-83718010cca7	42	The Stormcaller	1		Ship. Deck.	Immune to player card effects.				2					1	5		Helm of the Stormcaller gets +1 quest point for each resource token on a Raider enemy in play. Forced: When Helm of the Stormcaller becomes the active location, add Captain Sahir and Na'asiyah to the staging area from out of play (enemy side faceup).		{"immuneToPlayerCardEffects": true}
5571b159-9889-4fcd-bc0e-13bea7443348	Forecastle Deck	5571b159-9889-4fcd-bc0e-13bea7443348.jpg	encounter	Location	The Thing in the Depths	2	603551b9-cccd-4b8b-b258-83718010cca7	43	The Stormcaller			Ship. Deck.					3					5			Forced: After you travel to Forecastle Deck, search the encounter deck and discard pile for an enemy and reveal it. Shuffle the encounter deck.		
ec9d7726-89fa-41ee-a6ad-30761a6b79d3	Weather Deck	ec9d7726-89fa-41ee-a6ad-30761a6b79d3.jpg	encounter	Location	The Thing in the Depths	2	603551b9-cccd-4b8b-b258-83718010cca7	44	The Stormcaller			Ship. Deck.					2					3			While Weather Deck is in the staging area, each other Deck location in play gains "Travel: Each player must exhaust a character he controls to travel here."	Shadow: Exhaust a character you control.	
de903b76-e5e1-478b-a782-1e91f5a7261e	Cargo Hold	de903b76-e5e1-478b-a782-1e91f5a7261e.jpg	encounter	Location	The Thing in the Depths	2	603551b9-cccd-4b8b-b258-83718010cca7	45	The Stormcaller			Ship.					2					2			While Cargo Hold is the active location, each enemy gets +1 [defense].	Shadow: Until the end of the phase, attacking enemy gets +2 [defense].	
2dbe66bc-a6bf-42d7-92a5-d186dfe954c6	Crew Quarters	2dbe66bc-a6bf-42d7-92a5-d186dfe954c6.jpg	encounter	Location	The Thing in the Depths	2	603551b9-cccd-4b8b-b258-83718010cca7	46	The Stormcaller			Ship.					1					4			Travel: Add 1 resource to each Raider card in play to travel here.	Shadow: Attacking enemy gets +2 [attack].	
d7fd973b-6b4e-4f4b-9fc5-4886dcf80996	Quarter Deck	d7fd973b-6b4e-4f4b-9fc5-4886dcf80996.jpg	encounter	Location	The Thing in the Depths	2	603551b9-cccd-4b8b-b258-83718010cca7	47	The Stormcaller			Ship. Deck.					4					3			While Quarter Deck is the active location, deal each enemy an additional shadow card at the beginning of the combat phase.	Shadow: Discard an attachment you control.	
5a4545c3-8b25-4fad-9798-b67921c9e7d3	Hold Steady!	5a4545c3-8b25-4fad-9798-b67921c9e7d3.jpg	encounter	Treachery	The Thing in the Depths	2	603551b9-cccd-4b8b-b258-83718010cca7	48	The Stormcaller																When Revealed: Exhaust each character with 1 or less [defense].	Shadow: If the defending character has 0 [defense], discard it. Otherwise, the defending character gets -2 [defense] for this attack.	
b53fd0fc-5734-4bdc-b26f-c2133da31c3d	The Thing in the Depths	b53fd0fc-5734-4bdc-b26f-c2133da31c3d.jpg	encounter	Enemy	The Thing in the Depths	1	603551b9-cccd-4b8b-b258-83718010cca7	49	The Thing in the Depths	1		Creature.	Immune to player card effects. Cannot be engaged.			50	2		5	-	8		10		The Thing in the Depths gets +3 hit points per player. Forced: When a Creature enemy is destroyed, deal damage to The Thing in the Depths equal to that enemy's [threat].		{"immuneToPlayerCardEffects": true, "doesNotMakeEngagementChecks": true}
07067901-5306-47f0-8863-3c9cb194e1c6	Eye of the Beast	07067901-5306-47f0-8863-3c9cb194e1c6.jpg	encounter	Enemy	The Thing in the Depths	2	603551b9-cccd-4b8b-b258-83718010cca7	50	The Thing in the Depths			Creature. Body.	Surge.  Eye of the Beast cannot attack.			0	2		-	5	5				While Eye of the Beast is engaged with a player, The Thing in the Depths attacks that player during the combat phase (deal and resolve a shadow card for this attack).		
9c3c6e43-7548-4eaf-8225-2f51ecafbc4a	Thrashing Arm	9c3c6e43-7548-4eaf-8225-2f51ecafbc4a.jpg	encounter	Enemy	The Thing in the Depths	2	603551b9-cccd-4b8b-b258-83718010cca7	51	The Thing in the Depths			Creature. Tentacle.	Grapple (lowest printed [threat]).			23	3		5	1	7				Forced: At the end of the combat phase, if Thrashing Arm is engaged with you, deal 3 damage to a character you control.		
db512bcc-1bc7-4008-ba2b-18d56abc3b67	Crushing Arm	db512bcc-1bc7-4008-ba2b-18d56abc3b67.jpg	encounter	Enemy	The Thing in the Depths	3	603551b9-cccd-4b8b-b258-83718010cca7	52	The Thing in the Depths			Creature. Tentacle.	Surge. Grapple (highest printed quest points).			17	1		3	1	5				Forced: After Crushing Arm is detached from a location, it makes an immediate attack against the first player.		
5073c7a3-a3f6-4aca-b2a2-e0b830af3985	Grasping Arm	5073c7a3-a3f6-4aca-b2a2-e0b830af3985.jpg	encounter	Enemy	The Thing in the Depths	3	603551b9-cccd-4b8b-b258-83718010cca7	53	The Thing in the Depths			Creature. Tentacle.	Grapple (highest printed [threat]).			20	2		4	1	4				Forced: When Grasping Arm attacks, the engaged player must exhaust a character he controls.	Shadow: If this attack is undefended, resolve Grasping Arm's Grapple keyword.	
0daf1963-a45f-4fe1-bd0b-ad901a1213fa	Giant Arm	0daf1963-a45f-4fe1-bd0b-ad901a1213fa.jpg	encounter	Enemy	The Thing in the Depths	3	603551b9-cccd-4b8b-b258-83718010cca7	54	The Thing in the Depths			Creature. Tentacle.	Grapple (loewst printed quest points).			13	1		4	1	6				Giant Arm gets +2 [attack] when attacking allies.	Shadow: After this attack, either put Giant Arm into play engaged with you and deal it a shadow card, or resolve its Grapple ability.	
5d811a82-3729-4b54-8748-e0abffd96e90	From the Depths	5d811a82-3729-4b54-8748-e0abffd96e90.jpg	encounter	Treachery	The Thing in the Depths	3	603551b9-cccd-4b8b-b258-83718010cca7	55	The Thing in the Depths																When Revealed: Discard the top 3 cards of the encounter deck. Resolve the Grapple keyword on each enemy discarded by this effect.	Shadow: Assign damage among characters you control equal to the number of enemies grappled with locations in the staging area.	
b1898a55-730c-493e-9fcd-24a51d817b64	Lashing Tentacles	b1898a55-730c-493e-9fcd-24a51d817b64.jpg	encounter	Treachery	The Thing in the Depths	2	603551b9-cccd-4b8b-b258-83718010cca7	56	The Thing in the Depths																When Revealed: The Thing in the Depths attacks each player in turn order from the staging area (deal and resolve a shadow card for each attack).	Shadow: After this attack, The Thing in the Depths makes an attack against the defending player (deal a shadow card for this attack).	
92b2ea69-3f7f-4bbd-b3e0-c6c98cbbde9d	The Thing in the Depths	92b2ea69-3f7f-4bbd-b3e0-c6c98cbbde9d.jpg	multi_sided	Rules	The Thing in the Depths	0	603551b9-cccd-4b8b-b258-83718010cca7	999	The Thing in the Depths				Rulesheet Card 1														
92b2ea69-3f7f-4bbd-b3e0-c6c98cbbde9d	The Thing in the Depths	92b2ea69-3f7f-4bbd-b3e0-c6c98cbbde9d.B.jpg	multi_sided	Rules	The Thing in the Depths	0	603551b9-cccd-4b8b-b258-83718010cca7	999	The Thing in the Depths				Rulesheet Card 2														
14820d35-cb36-499b-80ec-da6442548f7b	Elfhelm	14820d35-cb36-499b-80ec-da6442548f7b.jpg	player	Hero	Temple of the Deceived	1	dd67a743-7bff-47cd-aee9-122b8c445b0d	57		1	Leadership	Rohan. Warrior. Scout.		10				2	2	2	4				Each [spirit] hero with an attached Mount gets +1 [willpower]. Each [tactics] hero with an attached Mount gets +1 [attack]. Each [leadership] hero with an attached Mount gets +1 [defense].		
7e1db97c-f6dc-43e1-a6f3-7ab600845e93	Ceorl	7e1db97c-f6dc-43e1-a6f3-7ab600845e93.jpg	player	Ally	Temple of the Deceived	3	dd67a743-7bff-47cd-aee9-122b8c445b0d	58		1	Leadership	Rohan. Scout.		2				1	2	0	2				Action: Spend 1 [spirit] resource to ready Ceorl. Then, you may give control of Ceorl to another player. Any player may trigger this action. (Limit once per phase).		
a55bc730-259b-4d52-8c98-648d43840738	Armored Destrier	a55bc730-259b-4d52-8c98-648d43840738.jpg	player	Attachment	Temple of the Deceived	3	dd67a743-7bff-47cd-aee9-122b8c445b0d	59			Leadership	Mount.	Attach to a [leadership] or sentinel hero. Restricted.	2											Response: After attached hero defends against an attack, exhaust Armored Destrier to ready attached hero. Then, discard a shadow card from another enemy engaged with the defending player.		
1987caf1-aedd-4fe0-bbe9-41539c2a7910	Déorwine	1987caf1-aedd-4fe0-bbe9-41539c2a7910.jpg	player	Ally	Temple of the Deceived	3	dd67a743-7bff-47cd-aee9-122b8c445b0d	60		1	Tactics	Rohan. Warrior.	Sentinel.	4				0	1	3	3				Action: While Deorwine is defending, spend 1 [leadership] resource to cancel a shadow effect dealt to the attacking enemy. Any player may trigger this action.		
94727856-c487-4cf8-b8d5-8c18a3bca3d8	Revealed in Wrath	94727856-c487-4cf8-b8d5-8c18a3bca3d8.jpg	player	Event	Temple of the Deceived	3	dd67a743-7bff-47cd-aee9-122b8c445b0d	61			Tactics		Play only if you control a Noldor hero.	1											Action: Choose a non-unique enemy. Until the end of the phase, treat the chosen enemy's printed text box as if it were blank (except for Traits).		
2c1b7d82-e14e-4e2d-9270-86b59f95e0a9	Rhovanion Outrider	2c1b7d82-e14e-4e2d-9270-86b59f95e0a9.jpg	player	Ally	Temple of the Deceived	3	dd67a743-7bff-47cd-aee9-122b8c445b0d	62			Spirit	Dale. Scout.		3				1	2	1	2				Response: After Rhovanion Outrider commits to the quest, place 1 progress on a location in the staging area. If that location is not explored by this effect, give Rhovanion Outrider +1 [willpower] until the end of the phase. 		
21c68054-6070-49cd-be5f-7d432842a879	Scouting Party	21c68054-6070-49cd-be5f-7d432842a879.jpg	player	Event	Temple of the Deceived	3	dd67a743-7bff-47cd-aee9-122b8c445b0d	63			Spirit			2											Response: After you commit characters to the quest, if each character you have committed to the quest is a Scout, each of those characters gets +2 [willpower] until the end of the phase.		
44b36766-fbb5-464d-bf9c-6a9cb9f48fad	Entangling Nets	44b36766-fbb5-464d-bf9c-6a9cb9f48fad.jpg	player	Attachment	Temple of the Deceived	3	dd67a743-7bff-47cd-aee9-122b8c445b0d	64			Lore	Trap.	Play Entangling Nets into the staging area unattached.	1											If unattached, attach Entangling Nets to the next eligible enemy that enters the staging area. Attached enemy gets -2 [attack] and -2 [defense].		
f07ea741-4991-46c9-9c6a-439dc186cec6	Arrows from the Trees	f07ea741-4991-46c9-9c6a-439dc186cec6.jpg	player	Event	Temple of the Deceived	3	dd67a743-7bff-47cd-aee9-122b8c445b0d	65			Lore		Play only after making engagement checks.	1											Encounter Action: If no enemies were engaged this phase, deal 1 damage to each enemy in the staging area. Then, the players as a group may spend 3 [tactics] resources to deal 2 additional damage to each enemy in the staging area.		
c2c8d69a-6639-49af-89ed-86f2ffc8c096	Ered Luin Miner	c2c8d69a-6639-49af-89ed-86f2ffc8c096.jpg	player	Ally	Temple of the Deceived	3	dd67a743-7bff-47cd-aee9-122b8c445b0d	66			Neutral	Dwarf.		3				1	1	1	2				Response: After Ered Luin Miner is discarded from the top of your deck, put it into play under your control.		
fb7d55c5-7198-45c5-97d7-be4c6a26fa68	Searching the Island	fb7d55c5-7198-45c5-97d7-be4c6a26fa68.jpg	multi_sided	Quest	Temple of the Deceived	1	dd67a743-7bff-47cd-aee9-122b8c445b0d	67	Temple of the Deceived					1	A										Setup: Prepare the Island Map (see insert). Flip over the top-left and bottom-left locations of the Island Map (without resolving their Forced effects, if any), and choose one as the players' starting active location, using a resource token to represent which location is active. The first player takes control of Captain Sahir, and the last player takes control of Na'asiyah (objective-ally sides faceup). Add Temple Guardian to the staging area and attach Gate Key to it, guarded. Shuffle the encounter deck.		
fb7d55c5-7198-45c5-97d7-be4c6a26fa68	Searching the Island	fb7d55c5-7198-45c5-97d7-be4c6a26fa68.B.jpg	multi_sided	Quest	Temple of the Deceived	1	dd67a743-7bff-47cd-aee9-122b8c445b0d	67	Temple of the Deceived					1	B							-			Exploration. For each progress that would be placed on Searching the Island, you may place it on a location in the staging area, instead.		
f3bc3759-1f94-4983-bebb-66c7d9e3e0b3	The Grotto's Entrance	f3bc3759-1f94-4983-bebb-66c7d9e3e0b3.B.jpg	multi_sided	Location	Temple of the Deceived	1	dd67a743-7bff-47cd-aee9-122b8c445b0d	68	Temple of the Deceived	1		Ruins.	Immune to player card effects.				2					8			Forced: When The Grotto's Entrance is flipped over while active, put Temple Guardian into play from the victory display, engaged with the player with the highest threat. When the 8th progress is placed on The Grotto's Entrance, the players have found the sunken ruins and win the game.		{"immuneToPlayerCardEffects": true}
f3bc3759-1f94-4983-bebb-66c7d9e3e0b3	Temple of the Deceived	f3bc3759-1f94-4983-bebb-66c7d9e3e0b3.jpg	multi_sided	Location	Temple of the Deceived	1	dd67a743-7bff-47cd-aee9-122b8c445b0d	68	Temple of the Deceived				Uncharted. Immune to player card effects.				2					-			Travel: Exhaust the Gate Key to travel here. Forced: After Temple of the Deceived becomes the active location, flip it over.		{"immuneToPlayerCardEffects": true}
3371c102-4aab-4b15-a738-a4b3483a6004	Temple Halls	3371c102-4aab-4b15-a738-a4b3483a6004.B.jpg	multi_sided	Location	Temple of the Deceived	2	dd67a743-7bff-47cd-aee9-122b8c445b0d	69	Temple of the Deceived			Ruins.					5					5			While Temple Halls is the active location, each character gets -1 [attack] and -1 [defense]. Forced: When Temple Halls is flipped over while active, put Temple Guardian into play from the victory display, engaged with the player with the highest threat.		
3371c102-4aab-4b15-a738-a4b3483a6004	Temple of the Deceived	3371c102-4aab-4b15-a738-a4b3483a6004.jpg	multi_sided	Location	Temple of the Deceived	2	dd67a743-7bff-47cd-aee9-122b8c445b0d	69	Temple of the Deceived				Uncharted. Immune to player card effects.				2					-			Travel: Exhaust the Gate Key to travel here. Forced: After Temple of the Deceived becomes the active location, flip it over.		{"immuneToPlayerCardEffects": true}
e4f6c61b-afb1-4f12-81d5-4edd14a90d32	Temple Guardian	e4f6c61b-afb1-4f12-81d5-4edd14a90d32.jpg	encounter	Enemy	Temple of the Deceived	1	dd67a743-7bff-47cd-aee9-122b8c445b0d	70	Temple of the Deceived	1		Undead.	X is the number of players in the game. Immune to player card effects. Cannot be optionally engaged.			50	X		6	4	10		4		Temple Guardian gets -50 engagement cost while Cursed Temple is the active location.		{"immuneToPlayerCardEffects": true}
447dd08d-693c-407f-8155-87164f212351	Gate Key	447dd08d-693c-407f-8155-87164f212351.jpg	encounter	Objective	Temple of the Deceived	1	dd67a743-7bff-47cd-aee9-122b8c445b0d	71	Temple of the Deceived	1		Item. Artifact.													If unattached, return Gate Key to the staging area and it gains: "Action: Exhaust a hero to claim Gate Key and attach it to that hero." Action: Exhaust Gate Key and attached hero and spend 3 resources from attached hero's resource pool to look at the facedown side of a Temple of the Deceived.		
1877b069-7015-4172-b5df-bbfd235b976f	Jagged Cliffs	1877b069-7015-4172-b5df-bbfd235b976f.B.jpg	multi_sided	Location	Temple of the Deceived	2	dd67a743-7bff-47cd-aee9-122b8c445b0d	72	Temple of the Deceived			Mountain.					4					4			While Jagged Cliffs is the active location, the location to its right is not considered to be in the staging area. Forced: When Jagged Cliffs is flipped over while active, look at the facedown side of each adjacent copy of Lost Island.		
1877b069-7015-4172-b5df-bbfd235b976f	Lost Island	1877b069-7015-4172-b5df-bbfd235b976f.jpg	multi_sided	Location	Temple of the Deceived	2	dd67a743-7bff-47cd-aee9-122b8c445b0d	72	Temple of the Deceived				Uncharted. Cannot have player card attachments.				2					-			Forced: After Lost Island becomes the active location, flip it over. Action: Remove 4 progress from Lost Island to look at its facedown side.		
4c7d7a31-250d-4e48-a97a-2aebb3b2b47d	Winding Caverns	4c7d7a31-250d-4e48-a97a-2aebb3b2b47d.B.jpg	multi_sided	Location	Temple of the Deceived	2	dd67a743-7bff-47cd-aee9-122b8c445b0d	73	Temple of the Deceived			Underground.					2					6			While Winding Caverns is the active location, each enemy gets +10 engagement cost. When you would travel from Winding Caverns to another location, you may travel to a location up to 3 locations away. (You must still pay that location's Travel cost in order to travel there.)		
4c7d7a31-250d-4e48-a97a-2aebb3b2b47d	Lost Island	4c7d7a31-250d-4e48-a97a-2aebb3b2b47d.jpg	multi_sided	Location	Temple of the Deceived	2	dd67a743-7bff-47cd-aee9-122b8c445b0d	73	Temple of the Deceived				Uncharted. Cannot have player card attachments.				2					-			Forced: After Lost Island becomes the active location, flip it over. Action: Remove 4 progress from Lost Island to look at its facedown side.		
dc8f31b6-73af-4aec-be26-8d297909d14d	Jungle Path	dc8f31b6-73af-4aec-be26-8d297909d14d.B.jpg	multi_sided	Location	Temple of the Deceived	2	dd67a743-7bff-47cd-aee9-122b8c445b0d	74	Temple of the Deceived			Forest.					3					3			While Jungle Path is the active location, the locations immediately above and below it are not considered to be in the staging area. Forced: When Jungle Path is flipped over while active, each player must exhaust a character with at least 2 [attack].		
dc8f31b6-73af-4aec-be26-8d297909d14d	Lost Island	dc8f31b6-73af-4aec-be26-8d297909d14d.jpg	multi_sided	Location	Temple of the Deceived	2	dd67a743-7bff-47cd-aee9-122b8c445b0d	74	Temple of the Deceived				Uncharted. Cannot have player card attachments.				2					-			Forced: After Lost Island becomes the active location, flip it over. Action: Remove 4 progress from Lost Island to look at its facedown side.		
617ce2f8-f33e-4898-9fa4-38787ee9c2b6	Faithless Desecrator	617ce2f8-f33e-4898-9fa4-38787ee9c2b6.jpg	encounter	Enemy	Temple of the Deceived	3	dd67a743-7bff-47cd-aee9-122b8c445b0d	75	Temple of the Deceived			Undead.				25	2		2	2	4				While engaged with a player, Faithless Desecrator contributes its [threat] to the total [threat] in the staging area.	Shadow: Attacking enemy gets +1 [attack] (+2 [attack] instead of the active location is a Ruins location).	
90b5e33a-3708-40ab-8d20-5a997237e536	Island Watcher	90b5e33a-3708-40ab-8d20-5a997237e536.jpg	encounter	Enemy	Temple of the Deceived	2	dd67a743-7bff-47cd-aee9-122b8c445b0d	76	Temple of the Deceived			Undead.	Island Watcher cannot be optionally engaged.			46	3		4	1	5				While Island Watcher is in the staging area, it gains: "Forced: At the beginning of the encounter phase, if the active location has the Ruins trait, Island Watcher engages the player with the highest threat. Then, deal it 2 shadow cards."		
00e25526-9804-4b05-89d6-557d9ef7ad77	Profane Dead	00e25526-9804-4b05-89d6-557d9ef7ad77.jpg	encounter	Enemy	Temple of the Deceived	2	dd67a743-7bff-47cd-aee9-122b8c445b0d	77	Temple of the Deceived			Undead.				35	1		2	3	3				Forced: When you travel to the right, Profane Dead makes an immediate attack against the engaged player.		
c8decb35-cb3e-4dc9-ad15-d0cc80c157cb	Deeper into the Ruins	c8decb35-cb3e-4dc9-ad15-d0cc80c157cb.jpg	encounter	Treachery	Temple of the Deceived	3	dd67a743-7bff-47cd-aee9-122b8c445b0d	78	Temple of the Deceived																When Revealed: Until the end of the phase, add X [threat] to the total [threat] in the staging area. X is the total [threat] of all locations to the left of the active location (in its row). If X is 0, Deeper into the Ruins gains Doomed 1.		
4fc6111a-93c3-4407-b067-1b82396b802f	Furious Rainstorm	4fc6111a-93c3-4407-b067-1b82396b802f.jpg	encounter	Treachery	Temple of the Deceived	3	dd67a743-7bff-47cd-aee9-122b8c445b0d	79	Temple of the Deceived																When Revealed: Each player must choose: raise his threat by the number of his characters committed to the quest, or deal 1 damage to each of his characters committed to the quest.	Shadow: If this attack destroys a character, raise your threat by the attacking enemy's [threat].	
3e8eaee9-6fdb-4207-864f-151f0f98807b	Dwindling Supplies	3e8eaee9-6fdb-4207-864f-151f0f98807b.jpg	encounter	Treachery	Temple of the Deceived	3	dd67a743-7bff-47cd-aee9-122b8c445b0d	80	Temple of the Deceived																When Revealed: Each player must randomly discard cards from his hand until he has no more than 3 cards in his hand. If no cards were discarded by this effect, Dwindling Supplies gains doomed 2.	Shadow: Defending character gets -2 [defense] for this attack.	
441a78e5-078f-433d-b092-5d94d1101aa1	Sunken Ruins	441a78e5-078f-433d-b092-5d94d1101aa1.jpg	encounter	Treachery	Temple of the Deceived	3	dd67a743-7bff-47cd-aee9-122b8c445b0d	81	Temple of the Deceived				Doomed 1.												When Revealed: Each Uncharted location in the staging area gets +1 [threat] until the end of the phase. If the active location has the Ruins trait, discard 1 resource from each hero and objective ally in play.		
4fcbffac-5e31-4c8f-bf94-d8ad96927e2e	Temple of the Deceived	4fcbffac-5e31-4c8f-bf94-d8ad96927e2e.jpg	multi_sided	Rules	Temple of the Deceived	0	dd67a743-7bff-47cd-aee9-122b8c445b0d	998	Temple of the Deceived				Rulesheet Card 1														
4fcbffac-5e31-4c8f-bf94-d8ad96927e2e	Temple of the Deceived	4fcbffac-5e31-4c8f-bf94-d8ad96927e2e.B.jpg	multi_sided	Rules	Temple of the Deceived	0	dd67a743-7bff-47cd-aee9-122b8c445b0d	998	Temple of the Deceived				Rulesheet Card 2														
7217415c-c4c1-4e03-8a62-90611f5d6ecf	Temple of the Deceived	7217415c-c4c1-4e03-8a62-90611f5d6ecf.jpg	multi_sided	Rules	Temple of the Deceived	0	dd67a743-7bff-47cd-aee9-122b8c445b0d	999	Temple of the Deceived				Rulesheet Card 3														
7217415c-c4c1-4e03-8a62-90611f5d6ecf	Temple of the Deceived	7217415c-c4c1-4e03-8a62-90611f5d6ecf.B.jpg	multi_sided	Rules	Temple of the Deceived	0	dd67a743-7bff-47cd-aee9-122b8c445b0d	999	Temple of the Deceived				Rulesheet Card 4														
8aea2aaf-8320-4694-bc64-fc264b409bab	Argalad	8aea2aaf-8320-4694-bc64-fc264b409bab.jpg	player	Hero	The Drowned Ruins	1	d2f8fe46-8e53-4138-906d-189f08da6903	82		1	Lore	Silvan. Scout.	Ranged	9				2	2	1	4				Action: Exhaust Argalad to choose an enemy in the staging area. Until the end of the phase, that enemy gets -X [threat], where X is Argalad's [attack]. If this effect reduces the enemy's [threat] to 0, deal 1 damage to it. (Limit once per round.)		
836d10fb-8bca-4dee-bea7-0164667b7a61	Dwarven Sellsword	836d10fb-8bca-4dee-bea7-0164667b7a61.jpg	player	Ally	The Drowned Ruins	3	d2f8fe46-8e53-4138-906d-189f08da6903	83			Leadership	Dwarf. Warrior.		1				2	2	2	3				Forced: At the end of the round, discard Dwarven Sellsword unless the players as a group spend 1 [lore] resource.		
a83a5cb2-b557-4e10-baea-957318cbea95	Dúnedain Remedy	a83a5cb2-b557-4e10-baea-957318cbea95.jpg	player	Attachment	The Drowned Ruins	3	d2f8fe46-8e53-4138-906d-189f08da6903	84			Leadership	Signal.	Attach to a hero.	0											Response: After Dunedain Remedy is attached to a hero, heal 1 damage on that hero.  Action: Pay 1 resource from attached hero's resource pool to attach Dunedain Remedy to another hero.		
d5500d57-03af-4152-9ad0-620aeb4fd50b	Marksman of Lórien	d5500d57-03af-4152-9ad0-620aeb4fd50b.jpg	player	Ally	The Drowned Ruins	3	d2f8fe46-8e53-4138-906d-189f08da6903	85			Tactics	Silvan. Warrior.	Ranged.	3				0	3	0	2				Response: After Marksman of Lorien enters play, choose an enemy. That enemy gets -2 [defense] until the end of the round.		
8c7077ad-6b73-4ffc-86a4-891f9e4b839e	Battle-Fury	8c7077ad-6b73-4ffc-86a4-891f9e4b839e.jpg	player	Event	The Drowned Ruins	3	d2f8fe46-8e53-4138-906d-189f08da6903	86			Tactics		Play only before the staging step.	1											Quest Action: Exhaust a hero you control to immediately declare it as an attacker (and resolve its attack) against any eligible enemy target. Then, the players as a group may spend 1 [spirit] resource to commit that hero to the quest.		
905dbe88-7974-4b0c-9a82-f96ba4dd866f	Woodland Courier	905dbe88-7974-4b0c-9a82-f96ba4dd866f.jpg	player	Ally	The Drowned Ruins	3	d2f8fe46-8e53-4138-906d-189f08da6903	87			Spirit	Silvan. Scout.		2				1	1	0	1				Response: After Woodland Courier enters play, place 1 progress on a location (2 progress instead if that location has the Forest trait).		
12ce640e-dd4e-4c02-be87-f273252cc9be	Hithlain	12ce640e-dd4e-4c02-be87-f273252cc9be.jpg	player	Attachment	The Drowned Ruins	3	d2f8fe46-8e53-4138-906d-189f08da6903	88			Spirit	Item.	Attach to a location. Limit 1 per location.	1											Response: After a player plays a Silvan ally from his hand, place 1 progress on attached location.		
697e1c80-a218-4dc7-b0c3-06921e879b81	Robin Smallburrow	697e1c80-a218-4dc7-b0c3-06921e879b81.jpg	player	Ally	The Drowned Ruins	3	d2f8fe46-8e53-4138-906d-189f08da6903	89		1	Lore	Hobbit. Shirriff.		2				2	0	1	2				Response: After you travel to a location, spend 1 [spirit] resource to raise the engagement cost of each enemy in play by X until the end of the round, where X is that location's quest points. Any player may trigger this response.		
1c824f05-d8be-40e4-be13-5cea37128bf8	Interrogation	1c824f05-d8be-40e4-be13-5cea37128bf8.jpg	player	Event	The Drowned Ruins	3	d2f8fe46-8e53-4138-906d-189f08da6903	90			Lore			1											Action: Choose an enemy with an attached Trap card. Look at the top X cards of the encounter deck, where X is that enemy's printed [threat]. You may discard 1 of those cards. Return the rest to the top of the deck, in the same order.		
789fbae0-a33e-4ea0-a34f-adfe3b62dba7	Strider	789fbae0-a33e-4ea0-a34f-adfe3b62dba7.jpg	player	Attachment	The Drowned Ruins	3	d2f8fe46-8e53-4138-906d-189f08da6903	91		1	Neutral	Title.	Attach to a hero.	1											While you control 2 or fewer heroes, attached hero does not exhaust to commit to the quest.  While you control 5 or fewer characters, attached hero gets +2 [willpower].		
31bd075d-e116-4a0f-81dd-942b52a6267c	The Grotto	31bd075d-e116-4a0f-81dd-942b52a6267c.jpg	multi_sided	Quest	The Drowned Ruins	1	d2f8fe46-8e53-4138-906d-189f08da6903	92	The Drowned Ruins					1	A										In the sunken ruins of the temple, you find a grotto leading deep below the sea level. Much of the grotto is submerged underwater.  Setup: Set Shrine to Morgoth aside, out of play. Prepare the Grotto deck. Add the top 2 locations from the Grotto deck to the staging area, Grotto side faceup (the top 3 instead if there are 3 or more players in the game). The first player takes control of Captain Sahir, and the last player takes control of Na'asiyah (objective-ally sides faceup).		
